NO;PENGUASAAN TANAH;PEMILIKAN TANAH;PENGGUNAAN TANAH;PEMANFAATAN TANAH;POTENSI TOL;Luas  m2
885;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Rumah Tinggal;Tempat tinggal;Sengketa, Konflik dan Perkara;159
886;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;161
887;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;151
888;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;65
889;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;84
890;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;79
891;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;96
892;Fasos Fasum;Terdaftar dalam HGU baru (diluar penyisihan);Lapang bola;Olahraga;Sengketa, Konflik dan Perkara;12.847
893;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;275
894;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;157
895;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;125
896;Pemilik;Terdaftar (di luar areal penyisihan / tumpang tindih dengan HGU baru);Rumah Tinggal;Tempat tinggal;Sengketa, Konflik dan Perkara;243
897;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;298
898;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;247
899;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Potensi TORA;184
900;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;133
901;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;290
902;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;154
903;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;73
904;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;309
905;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;459
906;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;219
907;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;102
908;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;192
909;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;272
910;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;414
911;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;313
912;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;230
913;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;493
914;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;167
915;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;187
916;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;219
917;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;173
918;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;129
919;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;171
920;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;124
921;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;256
922;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;331
923;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;190
924;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;124
925;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;122
926;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;206
927;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;269
928;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;231
929;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;182
930;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;187
931;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;182
932;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;164
933;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;159
934;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;336
935;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;136
936;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;273
937;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;258
938;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;208
939;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;217
940;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;209
941;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;153
942;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;126
943;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;117
944;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;110
945;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;295
946;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;199
947;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;614
948;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;304
949;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;317
950;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;135
951;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;177
952;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;238
953;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;157
954;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;171
955;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;121
956;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;298
957;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;188
958;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;164
959;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;93
960;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;178
961;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;116
962;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;211
963;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;372
964;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;128
965;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;270
966;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;217
967;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;228
968;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;501
969;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Potensi TORA;240
970;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;180
971;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;175
972;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;116
973;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;144
974;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;136
975;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;171
976;Pemilik;Terdaftar (di luar areal penyisihan / tumpang tindih dengan HGU baru);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;270
977;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;149
978;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;184
979;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;153
980;Penggarap;Terdaftar dalam HGU baru (diluar penyisihan);Tegalan;Tanaman semusim;Sengketa, Konflik dan Perkara;123
981;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Potensi TORA;272
982;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;321
983;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;160
984;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;157
985;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;350
986;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;304
987;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;261
988;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;151
989;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;490
990;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;261
991;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;285
992;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;270
993;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;496
994;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;326
995;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Potensi TORA;203
996;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Potensi TORA;221
997;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;212
998;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;166
999;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;179
1000;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;207
1001;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;110
1002;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;505
1003;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;235
1004;Fasos Fasum;Tidak terdaftar (dalam areal penyisihan HGU Lama);Posyandu;Sarana Kesehatan;Legalisasi aset;363
1005;Fasos Fasum;Tidak terdaftar (dalam areal penyisihan HGU Lama);Masjid;Sarana Ibadah;Legalisasi aset;794
1006;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;235
1007;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;204
1008;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;377
1009;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;325
1010;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Potensi TORA;146
1011;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;469
1012;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;366
1013;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;281
1014;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;359
1015;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Potensi TORA;126
1016;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;247
1017;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;352
1018;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;301
1019;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;224
1020;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;207
1021;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;262
1022;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;234
1023;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;171
1024;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;159
1025;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;219
1026;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;162
1027;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;185
1028;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;152
1029;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Potensi TORA;146
1030;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;204
1031;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;139
1032;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;255
1033;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;201
1034;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;221
1035;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;308
1036;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;456
1037;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Potensi TORA;178
1038;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;374
1039;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;250
1040;Pemilik;Terdaftar (di luar areal penyisihan / tumpang tindih dengan HGU baru);Rumah Tinggal;Tempat tinggal;Sengketa, Konflik dan Perkara;266
1041;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;194
1042;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;188
1043;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;175
1044;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Potensi TORA;163
1045;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;288
1046;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Tegalan;Tanaman semusim;Akses Reform;776
1047;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;120
1048;Pemilik;Terdaftar (dari areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Akses Reform;237
1049;Fasos Fasum;Tidak terdaftar (dalam areal penyisihan HGU Lama);Mushola;Sarana Ibadah;Legalisasi aset;166
1050;Penggarap;Tidak terdaftar (dalam areal penyisihan HGU Lama);Rumah Tinggal;Tempat tinggal;Potensi TORA;210
1051;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;2.495
1052;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;2.869
1053;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.734
1054;Pemerintah;Belum Terdaftar;Bangunan rekreasi;Pemanfaatan fasos/ fasum;Akses Reform;10.484
1055;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.455
1056;Pemerintah;Belum Terdaftar;Fasos/ fasum/ lainnya;Pemanfaatan fasos/ fasum;Akses Reform;2.107
1057;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.045
1058;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.679
1059;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;908
1060;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;2.372
1061;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.168
1062;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.007
1063;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;3.224
1064;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;5.294
1065;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.584
1066;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.514
1067;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;596
1068;Pemilik;Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.792
1069;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;892
1070;Pemilik;Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Legalisasi aset;1.641
1071;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.194
1072;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;2.436
1073;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.124
1074;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.657
1075;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.877
1076;Pemilik;Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.139
1077;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.193
1078;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.293
1079;Pemilik;Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.868
1080;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Legalisasi aset;168
1081;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Legalisasi aset;2.324
1082;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.133
1083;Pemilik;Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;3.334
1084;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.784
1085;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.193
1086;Pemilik;Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.893
1087;Pemilik;Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.276
1088;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.115
1089;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.324
1090;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.108
1091;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;2.003
1092;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.252
1093;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.307
1094;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.058
1095;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.250
1096;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;898
1097;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.879
1098;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;2.013
1099;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.350
1100;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.250
1101;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.756
1102;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.894
1103;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.939
1104;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;2.278
1105;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.434
1106;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.549
1107;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.075
1108;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.304
1109;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.066
1110;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.820
1111;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.449
1112;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.965
1113;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;2.161
1114;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;190
1115;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;3.318
1116;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.165
1117;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.461
1118;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.715
1119;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.257
